county,fips,st,pct_report,total_votes,lead,state.name, None of these candidates,Alyson Kennedy,Bradford Lyttle,Chris Keniston,Dan Vacek,Darrell Castle,Donald Trump,Emidio Soltysik,Evan McMullin,Frank Atwood,Gary Johnson,Gloria La Riva,Hillary Clinton,Jerry White,Jill Stein,Jim Hedges,Joseph Maldonado,Kyle Kopitke,Laurence Kotlikoff,Lynn Kahn,Michael Maturen,Mike Smith,Monica Moorehead,Peter Skewes,Princess Jacob,Richard Duncan,Rocky De La Fuente,Rocky Giordani,Rod Silva,Ryan Scott,Scott Copeland,Tom Hoefling,
Cleburne County,5023,AR,1,12085,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003475383,0.782623086,NA,0.009350434,NA,0.01894911,NA,0.173851882,NA,0.005213074,0.003640877,NA,NA,NA,0.002896152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cleveland County,5025,AR,1,3354,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003279666,0.734048897,NA,0.015802027,NA,0.017590936,NA,0.215563506,NA,0.002385212,0.009540847,NA,NA,NA,0.001788909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Columbia County,5027,AR,1,8887,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.0051761,0.61393046,NA,0.005626196,NA,0.013165298,NA,0.353325082,NA,0.004500956,0.00202543,NA,NA,NA,0.002250478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Conway County,5029,AR,1,7927,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003784534,0.611706825,NA,0.010596695,NA,0.021571843,NA,0.335057399,NA,0.005424499,0.008704428,NA,NA,NA,0.003153778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Craighead County,5031,AR,1,35573,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003766902,0.643521772,NA,0.012368931,NA,0.028982655,NA,0.296235909,NA,0.008545807,0.003907458,NA,NA,NA,0.002670565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Crawford County,5033,AR,1,22450,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003563474,0.74325167,NA,0.011046771,NA,0.025879733,NA,0.199910913,NA,0.007706013,0.005300668,NA,NA,NA,0.003340757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Crittenden County,5035,AR,1,15952,Hillary Clinton,Arkansas,NA,NA,NA,NA,NA,0.003635908,0.436559679,NA,0.006080742,NA,0.015170512,NA,0.52720662,NA,0.006018054,0.002319458,NA,NA,NA,0.003009027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cross County,5037,AR,1,6874,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.006400931,0.666860634,NA,0.004655223,NA,0.015274949,NA,0.290805935,NA,0.003491417,0.007855688,NA,NA,NA,0.004655223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Dallas County,5039,AR,1,2771,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.002887044,0.544568748,NA,0.010104655,NA,0.009382894,NA,0.420425839,NA,0.004330567,0.004691447,NA,NA,NA,0.003608805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Desha County,5041,AR,1,4257,Hillary Clinton,Arkansas,NA,NA,NA,NA,NA,0.001879258,0.450786939,NA,0.006107588,NA,0.010335917,NA,0.523373268,NA,9.40E-04,0.002818887,NA,NA,NA,0.003758515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Drew County,5043,AR,1,6595,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.00272934,0.60166793,NA,0.005761941,NA,0.016830933,NA,0.358605004,NA,0.006520091,0.004245641,NA,NA,NA,0.003639121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Faulkner County,5045,AR,1,47527,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.004418541,0.617459549,NA,0.017632083,NA,0.035243125,NA,0.307803985,NA,0.010751783,0.003703158,NA,NA,NA,0.002987775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Franklin County,5047,AR,1,6770,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.004283604,0.744313146,NA,0.009896603,NA,0.026144756,NA,0.203249631,NA,0.005022157,0.00310192,NA,NA,NA,0.003988183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Fulton County,5049,AR,1,4772,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003772003,0.72736798,NA,0.005658005,NA,0.022422464,NA,0.223595977,NA,0.008591785,0.003981559,NA,NA,NA,0.004610226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Garland County,5051,AR,1,40805,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.004190663,0.639308908,NA,0.009778213,NA,0.024237226,NA,0.301703223,NA,0.009484132,0.006837397,NA,NA,NA,0.004460238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Grant County,5053,AR,1,7445,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.00483546,0.768972465,NA,0.006850235,NA,0.023774345,NA,0.184419073,NA,0.00402955,0.002820685,NA,NA,NA,0.004298187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Greene County,5055,AR,1,14600,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.00239726,0.734246575,NA,0.009452055,NA,0.027671233,NA,0.210342466,NA,0.006643836,0.006712329,NA,NA,NA,0.002534247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hempstead County,5057,AR,1,7049,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.005390836,0.624343879,NA,0.006809477,NA,0.015037594,NA,0.337210952,NA,0.00312101,0.005248971,NA,NA,NA,0.002837282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Hot Spring County,5059,AR,1,11944,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.002511721,0.6841929,NA,0.00787006,NA,0.020010047,NA,0.263647019,NA,0.009377093,0.006446752,NA,NA,NA,0.005944407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Howard County,5061,AR,1,4674,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.002781344,0.675438596,NA,0.007916132,NA,0.01283697,NA,0.289045785,NA,0.004706889,0.00427899,NA,NA,NA,0.002995293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Independence County,5063,AR,1,13614,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.004186866,0.729836933,NA,0.011385339,NA,0.025855737,NA,0.211620391,NA,0.006243573,0.007418834,NA,NA,NA,0.003452328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Izard County,5065,AR,1,5448,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.005873715,0.741923642,NA,0.008994126,NA,0.0229442,NA,0.204295154,NA,0.008259912,0.005506608,NA,NA,NA,0.002202643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Jackson County,5067,AR,1,5156,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.009309542,0.633630721,NA,0.01124903,NA,0.021528317,NA,0.307020946,NA,0.005042669,0.006012413,NA,NA,NA,0.006206362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Jefferson County,5069,AR,1,25894,Hillary Clinton,Arkansas,NA,NA,NA,NA,NA,0.004093612,0.357225612,NA,0.00532942,NA,0.01143122,NA,0.609098633,NA,0.006063181,0.003166757,NA,NA,NA,0.003591566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Johnson County,5071,AR,1,9112,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.006035996,0.668459175,NA,0.00976734,NA,0.032265145,NA,0.266352063,NA,0.009877085,0.004389816,NA,NA,NA,0.00285338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lafayette County,5073,AR,1,2860,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.001748252,0.614685315,NA,0.004545455,NA,0.009090909,NA,0.360839161,NA,0.001748252,0.004895105,NA,NA,NA,0.002447552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lawrence County,5075,AR,1,5685,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.006332454,0.714863676,NA,0.009850484,NA,0.029023747,NA,0.222163588,NA,0.006860158,0.00703606,NA,NA,NA,0.003869833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lee County,5077,AR,1,3026,Hillary Clinton,Arkansas,NA,NA,NA,NA,NA,9.91E-04,0.406146728,NA,0.005287508,NA,0.007270324,NA,0.573364177,NA,0.001982816,0.003965631,NA,NA,NA,9.91E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lincoln County,5079,AR,1,3826,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.005750131,0.641662311,NA,0.003136435,NA,0.01254574,NA,0.32723471,NA,0.004181913,0.002090957,NA,NA,NA,0.003397804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Little River County,5081,AR,1,5227,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.008035202,0.689688158,NA,0.006504687,NA,0.016261718,NA,0.267266118,NA,0.002678401,0.004591544,NA,NA,NA,0.004974173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Logan County,5083,AR,1,7921,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.005807348,0.725413458,NA,0.008837268,NA,0.024618104,NA,0.216513067,NA,0.006817321,0.007827295,NA,NA,NA,0.004166141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lonoke County,5085,AR,1,27100,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.002878229,0.736457565,NA,0.00896679,NA,0.028302583,NA,0.20900369,NA,0.006346863,0.004391144,NA,NA,NA,0.003653137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Madison County,5087,AR,1,6841,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003362082,0.72036252,NA,0.006870341,NA,0.021049554,NA,0.232129806,NA,0.007893583,0.006285631,NA,NA,NA,0.002046484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Marion County,5089,AR,1,7107,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003517659,0.750809061,NA,0.008583087,NA,0.022090896,NA,0.2017729,NA,0.007879555,0.002954833,NA,NA,NA,0.002392008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Miller County,5091,AR,1,16091,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.004039525,0.70188304,NA,0.004660991,NA,0.01472873,NA,0.265552172,NA,0.004288111,0.003480206,NA,NA,NA,0.001367224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mississippi County,5093,AR,1,13204,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.00310512,0.534762193,NA,0.006134505,NA,0.013707967,NA,0.429415329,NA,0.004922751,0.003710997,NA,NA,NA,0.004241139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Monroe County,5095,AR,1,2884,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.002080444,0.51629681,NA,0.004160888,NA,0.012829404,NA,0.454923717,NA,0.003120666,0.003814147,NA,NA,NA,0.002773925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Montgomery County,5097,AR,1,3559,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.002809778,0.742624333,NA,0.007867378,NA,0.014610846,NA,0.210171396,NA,0.009272267,0.006743467,NA,NA,NA,0.005900534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Nevada County,5099,AR,1,3246,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003080715,0.616142945,NA,0.004621072,NA,0.010782502,NA,0.356438694,NA,0.001848429,0.004929144,NA,NA,NA,0.0021565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Newton County,5101,AR,1,3753,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003996803,0.766053824,NA,0.005861977,NA,0.013056222,NA,0.186250999,NA,0.018385292,0.003463896,NA,NA,NA,0.002930989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Ouachita County,5103,AR,1,9935,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.002013085,0.538600906,NA,0.004831404,NA,0.009763463,NA,0.434927026,NA,0.002415702,0.00402617,NA,NA,NA,0.003422245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Perry County,5105,AR,1,4306,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003483511,0.698560149,NA,0.011379471,NA,0.026242452,NA,0.243613562,NA,0.008824895,0.003019043,NA,NA,NA,0.004876916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Phillips County,5107,AR,1,6953,Hillary Clinton,Arkansas,NA,NA,NA,NA,NA,0.003739393,0.351790594,NA,0.005465267,NA,0.008917014,NA,0.619876312,NA,0.002876456,0.004458507,NA,NA,NA,0.002876456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pike County,5109,AR,1,3981,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.002511932,0.791258478,NA,0.006028636,NA,0.018337101,NA,0.17206732,NA,0.002009545,0.005777443,NA,NA,NA,0.002009545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Poinsett County,5111,AR,1,7722,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003237503,0.712509713,NA,0.006475006,NA,0.01994302,NA,0.243460243,NA,0.004403004,0.006475006,NA,NA,NA,0.003496503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Polk County,5113,AR,1,8231,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.004252217,0.804033532,NA,0.011420241,NA,0.019924675,NA,0.147248208,NA,0.006803548,0.004373709,NA,NA,NA,0.001943871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pope County,5115,AR,1,22569,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003633302,0.72028003,NA,0.010323896,NA,0.027382693,NA,0.221542824,NA,0.009969427,0.004165005,NA,NA,NA,0.002702822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Prairie County,5117,AR,1,3444,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.00232288,0.727351916,NA,0.010452962,NA,0.016260163,NA,0.236353078,NA,0.0029036,0.00261324,NA,NA,NA,0.00174216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Pulaski County,5119,AR,1,159776,Hillary Clinton,Arkansas,NA,NA,NA,NA,NA,0.002522281,0.383393,NA,0.01102168,NA,0.027087923,NA,0.560622371,NA,0.009719858,0.003310885,NA,NA,NA,0.002322001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Randolph County,5121,AR,1,6379,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.009562627,0.706850604,NA,0.010189685,NA,0.03182317,NA,0.223389246,NA,0.008308512,0.005957047,NA,NA,NA,0.00391911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
St. Francis County,5123,AR,1,7430,Hillary Clinton,Arkansas,NA,NA,NA,NA,NA,0.007537012,0.430013459,NA,0.002422611,NA,0.008613728,NA,0.542530283,NA,0.002422611,0.002422611,NA,NA,NA,0.004037685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Saline County,5125,AR,1,52100,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003570058,0.688349328,NA,0.011650672,NA,0.028138196,NA,0.254433781,NA,0.006257198,0.003704415,NA,NA,NA,0.003896353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Scott County,5127,AR,1,3510,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.002564103,0.778062678,NA,0.006267806,NA,0.023646724,NA,0.171509972,NA,0.007122507,0.004558405,NA,NA,NA,0.006267806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Searcy County,5129,AR,1,3728,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.004291845,0.792650215,NA,0.00804721,NA,0.018240343,NA,0.161212446,NA,0.004828326,0.005901288,NA,NA,NA,0.004828326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sebastian County,5131,AR,1,44637,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.005197482,0.652530412,NA,0.012747272,NA,0.036516791,NA,0.275556153,NA,0.010775814,0.003875708,NA,NA,NA,0.002800367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sevier County,5133,AR,1,4562,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.001534415,0.719421306,NA,0.009644893,NA,0.018193775,NA,0.235642262,NA,0.004384042,0.010302499,NA,NA,NA,8.77E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sharp County,5135,AR,1,7249,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.004966202,0.745895986,NA,0.007725203,NA,0.02138226,NA,0.203062491,NA,0.006759553,0.007173403,NA,NA,NA,0.003034901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stone County,5137,AR,1,5577,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.003765465,0.737493276,NA,0.021516945,NA,0,NA,0.21570737,NA,0.011117088,0.006275776,NA,NA,NA,0.004124081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Union County,5139,AR,1,16894,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.002426897,0.618917959,NA,0.005741683,NA,0.016277969,NA,0.346572748,NA,0.004143483,0.003906712,NA,NA,NA,0.002012549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Van Buren County,5141,AR,1,7339,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.006267884,0.733342417,NA,0.007494209,NA,0.024799019,NA,0.211064178,NA,0.007221692,0.006949176,NA,NA,NA,0.002861425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Washington County,5143,AR,1,81861,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.006914159,0.506663735,NA,0.017566362,NA,0.041045186,NA,0.407593359,NA,0.016076031,0.001514763,NA,NA,NA,0.002626403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
White County,5145,AR,1,27999,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.00635737,0.752776885,NA,0.017679203,NA,0.024822315,NA,0.184649452,NA,0.00539305,0.005285903,NA,NA,NA,0.003035823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Woodruff County,5147,AR,1,2571,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.004667445,0.523920653,NA,0.006223259,NA,0.017502917,NA,0.434850253,NA,0.004667445,0.005445352,NA,NA,NA,0.002722676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Yell County,5149,AR,1,6439,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.002484858,0.715639074,NA,0.005280323,NA,0.024382668,NA,0.229849355,NA,0.00729927,0.010405342,NA,NA,NA,0.004659109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,AR,AR,1,1130635,Donald Trump,Arkansas,NA,NA,NA,NA,NA,0.004080008,0.605741022,NA,0.011723501,NA,0.02638252,NA,0.336531241,NA,0.008378478,0.004164916,NA,NA,NA,0.002998315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Alameda County,6001,CA,1,648662,Hillary Clinton,California,NA,NA,NA,NA,NA,NA,0.147876706,NA,NA,NA,0.02606288,0.00487465,0.793698413,NA,0.027487351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Alpine County,6003,CA,1,600,Hillary Clinton,California,NA,NA,NA,NA,NA,NA,0.361666667,NA,NA,NA,0.041666667,0.005,0.556666667,NA,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Amador County,6005,CA,1,17575,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.59658606,NA,NA,NA,0.045746799,0.003129445,0.341621622,NA,0.012916074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Butte County,6007,CA,1,94431,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.478063348,NA,NA,NA,0.04897756,0.005305461,0.440183838,NA,0.027469793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Calaveras County,6009,CA,1,23039,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.586440384,NA,NA,NA,0.047918746,0.002430661,0.344806632,NA,0.018403577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Colusa County,6011,CA,1,6596,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.53835658,NA,NA,NA,0.039417829,0.005912674,0.403426319,NA,0.012886598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Contra Costa County,6013,CA,1,461569,Hillary Clinton,California,NA,NA,NA,NA,NA,NA,0.251221378,NA,NA,NA,0.034930855,0.003392776,0.69174273,NA,0.018712262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Del Norte County,6015,CA,1,9361,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.548445679,NA,NA,NA,0.044439697,0.008652922,0.372289285,NA,0.026172417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
El Dorado County,6017,CA,1,92293,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.533594097,NA,NA,NA,0.054467836,0.002058661,0.394439448,NA,0.015439958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Fresno County,6019,CA,1,279811,Hillary Clinton,California,NA,NA,NA,NA,NA,NA,0.443331392,NA,NA,NA,0.033043733,0.003127111,0.505130249,NA,0.015367516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Glenn County,6021,CA,1,9379,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.617123361,NA,NA,NA,0.039982941,0.005757543,0.326793901,NA,0.010342254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Humboldt County,6023,CA,1,57796,Hillary Clinton,California,NA,NA,NA,NA,NA,NA,0.317893972,NA,NA,NA,0.037424735,0.006557547,0.574434217,NA,0.063689529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Imperial County,6025,CA,1,47676,Hillary Clinton,California,NA,NA,NA,NA,NA,NA,0.266465307,NA,NA,NA,0.02561037,0.007110496,0.685187516,NA,0.015626311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Inyo County,6027,CA,1,7996,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.531265633,NA,NA,NA,0.04102051,0.006378189,0.394572286,NA,0.026763382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Kern County,6029,CA,1,242041,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.535380369,NA,NA,NA,0.038667003,0.006288191,0.407736706,NA,0.011927731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Kings County,6031,CA,1,33710,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.536725007,NA,NA,NA,0.039691486,0.007445862,0.403945417,NA,0.012192228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lake County,6033,CA,1,24223,Hillary Clinton,California,NA,NA,NA,NA,NA,NA,0.437559344,NA,NA,NA,0.04520497,0.004252157,0.474590265,NA,0.038393263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Lassen County,6035,CA,1,10422,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.726731913,NA,NA,NA,0.045384763,0.00441374,0.213394742,NA,0.010074842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Los Angeles County,6037,CA,1,3421533,Hillary Clinton,California,NA,NA,NA,NA,NA,NA,0.224970211,NA,NA,NA,0.02600238,0.006427821,0.720251419,NA,0.02234817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Madera County,6039,CA,1,42775,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.54604325,NA,NA,NA,0.036423144,0.004371712,0.398106371,NA,0.015055523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Marin County,6041,CA,1,138118,Hillary Clinton,California,NA,NA,NA,NA,NA,NA,0.157626088,NA,NA,NA,0.030263977,0.002541305,0.787058892,NA,0.022509738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mariposa County,6043,CA,1,8877,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.584093725,NA,NA,NA,0.036724119,0.006195787,0.351695393,NA,0.021290977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mendocino County,6045,CA,1,36557,Hillary Clinton,California,NA,NA,NA,NA,NA,NA,0.297836256,NA,NA,NA,0.036408896,0.004130536,0.603960938,NA,0.057663375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Merced County,6047,CA,1,70115,Hillary Clinton,California,NA,NA,NA,NA,NA,NA,0.40968409,NA,NA,NA,0.034372103,0.006475077,0.532225629,NA,0.017243101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Modoc County,6049,CA,1,3758,Donald Trump,California,NA,NA,NA,NA,NA,NA,0.717402874,NA,NA,NA,0.032464077,0.003459287,0.233368813,NA,0.013304949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Mono County,6051,CA,1,5271,Hillary Clinton,California,NA,NA,NA,NA,NA,NA,0.400493265,NA,NA,NA,0.042117245,0.004363498,0.526086132,NA,0.02693986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Monterey County,6053,CA,1,132014,Hillary Clinton,California,NA,NA,NA,NA,NA,NA,0.264328026,NA,NA,NA,0.034443317,0.005007045,0.674837517,NA,0.021384096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
