county,fips,st,pct_report,total_votes,lead,state.name, None of these candidates,Alyson Kennedy,Bradford Lyttle,Chris Keniston,Dan Vacek,Darrell Castle,Donald Trump,Emidio Soltysik,Evan McMullin,Frank Atwood,Gary Johnson,Gloria La Riva,Hillary Clinton,Jerry White,Jill Stein,Jim Hedges,Joseph Maldonado,Kyle Kopitke,Laurence Kotlikoff,Lynn Kahn,Michael Maturen,Mike Smith,Monica Moorehead,Peter Skewes,Princess Jacob,Richard Duncan,Rocky De La Fuente,Rocky Giordani,Rod Silva,Ryan Scott,Scott Copeland,Tom Hoefling,
Rice County,20159,KS,1,3795,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.747562582,NA,NA,NA,0.051119895,NA,0.183135705,NA,0.018181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Riley County,20161,KS,1,21315,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.474173118,NA,NA,NA,0.068871687,NA,0.438235984,NA,0.018719212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Rooks County,20163,KS,1,2415,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.840993789,NA,NA,NA,0.033126294,NA,0.113871636,NA,0.012008282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Rush County,20165,KS,1,1503,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.796407186,NA,NA,NA,0.03659348,NA,0.155023287,NA,0.011976048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Russell County,20167,KS,1,3190,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.806896552,NA,NA,NA,0.034796238,NA,0.144514107,NA,0.013793103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Saline County,20169,KS,1,21984,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.629002911,NA,NA,NA,0.062681951,NA,0.287345342,NA,0.020969796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Scott County,20171,KS,1,2197,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.848884843,NA,NA,NA,0.031406463,NA,0.107419208,NA,0.012289486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sedgwick County,20173,KS,1,187236,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.55733406,NA,NA,NA,0.049210622,NA,0.37186759,NA,0.021587729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Seward County,20175,KS,1,5031,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.627906977,NA,NA,NA,0.036970781,NA,0.323593719,NA,0.011528523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Shawnee County,20177,KS,1,75024,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.478966731,NA,NA,NA,0.04547878,NA,0.452201962,NA,0.023352527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sheridan County,20179,KS,1,1374,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.871179039,NA,NA,NA,0.027656477,NA,0.092430859,NA,0.008733624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sherman County,20181,KS,1,2594,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.805319969,NA,NA,NA,0.042791056,NA,0.133770239,NA,0.018118736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Smith County,20183,KS,1,2042,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.813418217,NA,NA,NA,0.026934378,NA,0.145445642,NA,0.014201763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stafford County,20185,KS,1,1890,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.788359788,NA,NA,NA,0.032804233,NA,0.160846561,NA,0.017989418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stanton County,20187,KS,1,633,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.777251185,NA,NA,NA,0.030015798,NA,0.181674566,NA,0.011058452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Stevens County,20189,KS,1,1891,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.845584347,NA,NA,NA,0.025912216,NA,0.116340561,NA,0.012162877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Sumner County,20191,KS,1,9685,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.721115126,NA,NA,NA,0.04336603,NA,0.214352091,NA,0.021166753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Thomas County,20193,KS,1,3568,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.815022422,NA,NA,NA,0.036715247,NA,0.132567265,NA,0.015695067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Trego County,20195,KS,1,1482,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.827935223,NA,NA,NA,0.026990553,NA,0.133603239,NA,0.011470985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Wabaunsee County,20197,KS,1,3360,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.705952381,NA,NA,NA,0.042559524,NA,0.230952381,NA,0.020535714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Wallace County,20199,KS,1,790,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.912658228,NA,NA,NA,0.018987342,NA,0.058227848,NA,0.010126582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Washington County,20201,KS,1,2750,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.797818182,NA,NA,NA,0.045090909,NA,0.140727273,NA,0.016363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Wichita County,20203,KS,1,939,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.818956337,NA,NA,NA,0.019169329,NA,0.149094782,NA,0.012779553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Wilson County,20205,KS,1,3577,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.779424098,NA,NA,NA,0.037741124,NA,0.166060945,NA,0.016773833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Woodson County,20207,KS,1,1443,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.74982675,NA,NA,NA,0.044352044,NA,0.189189189,NA,0.016632017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Wyandotte County,20209,KS,1,48624,Hillary Clinton,Kansas,NA,NA,NA,NA,NA,NA,0.325065811,NA,NA,NA,0.035476308,NA,0.619981902,NA,0.019475979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,KS,KS,1,1176935,Donald Trump,Kansas,NA,NA,NA,NA,NA,NA,0.570140237,NA,NA,NA,0.047076517,NA,0.36281103,NA,0.019972216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Adair County,21001,KY,1,8231,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.806341878,NA,0.011177257,NA,0.017130361,NA,0.160733811,NA,0.004252217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64E-04,NA,NA,NA,NA,NA,
Allen County,21003,KY,1,8091,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.79915956,NA,0.007786429,NA,0.019898653,NA,0.166728464,NA,0.005685329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42E-04,NA,NA,NA,NA,NA,
Anderson County,21005,KY,1,11420,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.721716287,NA,0.014448336,NA,0.02793345,NA,0.230647986,NA,0.004728546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25E-04,NA,NA,NA,NA,NA,
Ballard County,21007,KY,1,4101,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.770787613,NA,0.005608388,NA,0.018775908,NA,0.19897586,NA,0.004876859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75E-04,NA,NA,NA,NA,NA,
Barren County,21009,KY,1,18483,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.729481145,NA,0.00903533,NA,0.024617216,NA,0.231293621,NA,0.005031651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41E-04,NA,NA,NA,NA,NA,
Bath County,21011,KY,1,4583,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.672485272,NA,0.007636919,NA,0.016364827,NA,0.296967052,NA,0.005236744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001309186,NA,NA,NA,NA,NA,
Bell County,21013,KY,1,9718,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.798929821,NA,0.004527681,NA,0.014817864,NA,0.17699115,NA,0.004321877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12E-04,NA,NA,NA,NA,NA,
Boone County,21015,KY,1,57570,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.678860518,NA,0.013253431,NA,0.039933993,NA,0.261003995,NA,0.00660066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47E-04,NA,NA,NA,NA,NA,
Bourbon County,21017,KY,1,8795,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.633200682,NA,0.010915293,NA,0.032177374,NA,0.317339397,NA,0.00591245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55E-04,NA,NA,NA,NA,NA,
Boyd County,21019,KY,1,20454,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.664466608,NA,0.008213552,NA,0.024249536,NA,0.29436785,NA,0.008164662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38E-04,NA,NA,NA,NA,NA,
Boyle County,21021,KY,1,12938,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.621425259,NA,0.013062297,NA,0.02821147,NA,0.330885763,NA,0.005642294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73E-04,NA,NA,NA,NA,NA,
Bracken County,21023,KY,1,3527,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.768641905,NA,0.009923448,NA,0.014459881,NA,0.199886589,NA,0.005670542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001417635,NA,NA,NA,NA,NA,
Breathitt County,21025,KY,1,5735,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.695902354,NA,0.00836966,NA,0.020401046,NA,0.268003487,NA,0.006102877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001220575,NA,NA,NA,NA,NA,
Breckinridge County,21027,KY,1,8771,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.739254361,NA,0.009120967,NA,0.022118345,NA,0.223463687,NA,0.005358568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84E-04,NA,NA,NA,NA,NA,
Bullitt County,21029,KY,1,36054,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.726965108,NA,0.009818605,NA,0.026737671,NA,0.228962112,NA,0.007017252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99E-04,NA,NA,NA,NA,NA,
Butler County,21031,KY,1,5576,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.794117647,NA,0.009505022,NA,0.024390244,NA,0.169835007,NA,0.00197274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79E-04,NA,NA,NA,NA,NA,
Caldwell County,21033,KY,1,5975,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.754309623,NA,0.009205021,NA,0.019748954,NA,0.210878661,NA,0.005355649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02E-04,NA,NA,NA,NA,NA,
Calloway County,21035,KY,1,16045,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.646120287,NA,0.017513244,NA,0.030663758,NA,0.295980056,NA,0.009348707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74E-04,NA,NA,NA,NA,NA,
Campbell County,21037,KY,1,42489,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.589564358,NA,0.012991598,NA,0.042105015,NA,0.344983407,NA,0.009931982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24E-04,NA,NA,NA,NA,NA,
Carlisle County,21039,KY,1,2601,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.805074971,NA,0.007304883,NA,0.016147636,NA,0.166089965,NA,0.00461361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.69E-04,NA,NA,NA,NA,NA,
Carroll County,21041,KY,1,3855,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.671335927,NA,0.008560311,NA,0.025940337,NA,0.28690013,NA,0.006225681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001037613,NA,NA,NA,NA,NA,
Carter County,21043,KY,1,10274,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.738466031,NA,0.010609305,NA,0.023067938,NA,0.221530076,NA,0.005645318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81E-04,NA,NA,NA,NA,NA,
Casey County,21045,KY,1,6439,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.851374437,NA,0.006212145,NA,0.018791738,NA,0.119117875,NA,0.004348501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55E-04,NA,NA,NA,NA,NA,
Christian County,21047,KY,1,22083,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.638862473,NA,0.008105783,NA,0.021464475,NA,0.325499253,NA,0.005434044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.34E-04,NA,NA,NA,NA,NA,
Clark County,21049,KY,1,16202,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.661029503,NA,0.012529317,NA,0.027959511,NA,0.290457968,NA,0.007468214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55E-04,NA,NA,NA,NA,NA,
Clay County,21051,KY,1,6765,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.866371027,NA,0.005912786,NA,0.012269032,NA,0.111160384,NA,0.003843311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43E-04,NA,NA,NA,NA,NA,
Clinton County,21053,KY,1,4458,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.854419022,NA,0.005159264,NA,0.01345895,NA,0.122700763,NA,0.003364738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.97E-04,NA,NA,NA,NA,NA,
Crittenden County,21055,KY,1,4037,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.814961605,NA,0.008917513,NA,0.018825861,NA,0.152836265,NA,0.004211048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48E-04,NA,NA,NA,NA,NA,
Cumberland County,21057,KY,1,3066,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.816046967,NA,0.007175473,NA,0.021852577,NA,0.149706458,NA,0.003587736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001630789,NA,NA,NA,NA,NA,
Daviess County,21059,KY,1,45781,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.631419148,NA,0.016185754,NA,0.032502567,NA,0.309364147,NA,0.009894935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33E-04,NA,NA,NA,NA,NA,
Edmonson County,21061,KY,1,5241,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.78897157,NA,0.005342492,NA,0.014691853,NA,0.186796413,NA,0.003816066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82E-04,NA,NA,NA,NA,NA,
Elliott County,21063,KY,1,2855,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.700525394,NA,0.007355517,NA,0.023467601,NA,0.259194396,NA,0.006654991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002802102,NA,NA,NA,NA,NA,
Estill County,21065,KY,1,5545,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.76393147,NA,0.006311993,NA,0.023264202,NA,0.199819657,NA,0.00541028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001262399,NA,NA,NA,NA,NA,
Fayette County,21067,KY,1,136245,Hillary Clinton,Kentucky,NA,NA,NA,NA,NA,NA,0.417585966,NA,0.019347499,NA,0.03838673,NA,0.512150905,NA,0.011596756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.32E-04,NA,NA,NA,NA,NA,
Fleming County,21069,KY,1,6257,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.754674764,NA,0.008150871,NA,0.017420489,NA,0.215438709,NA,0.00319642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001118747,NA,NA,NA,NA,NA,
Floyd County,21071,KY,1,16540,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.725090689,NA,0.006045949,NA,0.021584039,NA,0.242744861,NA,0.003385732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00114873,NA,NA,NA,NA,NA,
Franklin County,21073,KY,1,23860,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.495347863,NA,0.014375524,NA,0.030385583,NA,0.449161777,NA,0.009891031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.38E-04,NA,NA,NA,NA,NA,
Fulton County,21075,KY,1,2382,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.650293871,NA,0.006717045,NA,0.014693535,NA,0.324937028,NA,0.002938707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20E-04,NA,NA,NA,NA,NA,
Gallatin County,21077,KY,1,3337,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.732094696,NA,0.007192089,NA,0.029967036,NA,0.224453102,NA,0.005394067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.99E-04,NA,NA,NA,NA,NA,
Garrard County,21079,KY,1,7619,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.774904843,NA,0.008662554,NA,0.020606379,NA,0.190707442,NA,0.004331277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.88E-04,NA,NA,NA,NA,NA,
Grant County,21081,KY,1,9556,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.760569276,NA,0.007953118,NA,0.023650063,NA,0.199874424,NA,0.007429887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23E-04,NA,NA,NA,NA,NA,
Graves County,21083,KY,1,16592,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.763681292,NA,0.006750241,NA,0.024770974,NA,0.199373192,NA,0.004821601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.03E-04,NA,NA,NA,NA,NA,
Grayson County,21085,KY,1,10572,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.77743095,NA,0.007661748,NA,0.024498676,NA,0.185300795,NA,0.004351116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57E-04,NA,NA,NA,NA,NA,
Green County,21087,KY,1,5333,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.819801238,NA,0.003562723,NA,0.015750984,NA,0.156009751,NA,0.004500281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75E-04,NA,NA,NA,NA,NA,
Greenup County,21089,KY,1,16273,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.709518835,NA,0.008910465,NA,0.019603023,NA,0.254777853,NA,0.006698212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92E-04,NA,NA,NA,NA,NA,
Hancock County,21091,KY,1,4293,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.649429304,NA,0.020265549,NA,0.030048917,NA,0.289774051,NA,0.010249243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33E-04,NA,NA,NA,NA,NA,
Hardin County,21093,KY,1,43142,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.62516805,NA,0.010198878,NA,0.032752306,NA,0.323211719,NA,0.008020027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49E-04,NA,NA,NA,NA,NA,
Harlan County,21095,KY,1,10757,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.848656689,NA,0.004462211,NA,0.014502185,NA,0.127544855,NA,0.003625546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001208515,NA,NA,NA,NA,NA,
Harrison County,21097,KY,1,7780,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.698586118,NA,0.010025707,NA,0.023650386,NA,0.261053985,NA,0.005912596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.71E-04,NA,NA,NA,NA,NA,
Hart County,21099,KY,1,7263,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.732479692,NA,0.004405893,NA,0.019275781,NA,0.238193584,NA,0.005369682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75E-04,NA,NA,NA,NA,NA,
Henderson County,21101,KY,1,19705,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.61705151,NA,0.008982492,NA,0.02572951,NA,0.340370464,NA,0.007206293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.60E-04,NA,NA,NA,NA,NA,
Henry County,21103,KY,1,7145,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.691952414,NA,0.012316305,NA,0.031350595,NA,0.255843247,NA,0.008117565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20E-04,NA,NA,NA,NA,NA,
Hickman County,21105,KY,1,2157,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.768196569,NA,0.00880853,NA,0.012053778,NA,0.208159481,NA,0.002781641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,
Hopkins County,21107,KY,1,20341,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.751044688,NA,0.008013372,NA,0.023499336,NA,0.211887321,NA,0.004768694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.87E-04,NA,NA,NA,NA,NA,
Jackson County,21109,KY,1,5500,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.888909091,NA,0.004909091,NA,0.014363636,NA,0.087636364,NA,0.003636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45E-04,NA,NA,NA,NA,NA,
Jefferson County,21111,KY,1,352957,Hillary Clinton,Kentucky,NA,NA,NA,NA,NA,NA,0.407324405,NA,0.013556892,NA,0.028864706,NA,0.54067776,NA,0.009134257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.42E-04,NA,NA,NA,NA,NA,
Jessamine County,21113,KY,1,23306,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.663949198,NA,0.028962499,NA,0.035570239,NA,0.263623101,NA,0.007294259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.01E-04,NA,NA,NA,NA,NA,
Johnson County,21115,KY,1,9572,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.840263268,NA,0.00459674,NA,0.017028834,NA,0.130589219,NA,0.006268282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001253656,NA,NA,NA,NA,NA,
Kenton County,21117,KY,1,71948,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.597070106,NA,0.013037194,NA,0.042989381,NA,0.336548618,NA,0.009770946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.84E-04,NA,NA,NA,NA,NA,
Knott County,21119,KY,1,5763,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.756029846,NA,0.006767309,NA,0.017699115,NA,0.216033316,NA,0.00225577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001214645,NA,NA,NA,NA,NA,
Knox County,21121,KY,1,12012,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.822927073,NA,0.008491508,NA,0.015734266,NA,0.146603397,NA,0.005328005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.16E-04,NA,NA,NA,NA,NA,
Larue County,21123,KY,1,6367,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.753730171,NA,0.012564787,NA,0.027328412,NA,0.200722475,NA,0.004397676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001256479,NA,NA,NA,NA,NA,
Laurel County,21125,KY,1,24824,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.82951982,NA,0.007734451,NA,0.019054141,NA,0.138575572,NA,0.00459233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24E-04,NA,NA,NA,NA,NA,
Lawrence County,21127,KY,1,6042,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.797087057,NA,0.0061238,NA,0.017709368,NA,0.172955975,NA,0.00529626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.28E-04,NA,NA,NA,NA,NA,
Lee County,21129,KY,1,2667,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.806524184,NA,0.007124109,NA,0.015748031,NA,0.16647919,NA,0.002624672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001499813,NA,NA,NA,NA,NA,
Leslie County,21131,KY,1,4492,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.89381122,NA,0.004007124,NA,0.008682102,NA,0.089047195,NA,0.00333927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00111309,NA,NA,NA,NA,NA,
Letcher County,21133,KY,1,9134,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.798445369,NA,0.005364572,NA,0.022991023,NA,0.168819794,NA,0.004050799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28E-04,NA,NA,NA,NA,NA,
Lewis County,21135,KY,1,5298,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.823518309,NA,0.006417516,NA,0.017931295,NA,0.14816912,NA,0.003020008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44E-04,NA,NA,NA,NA,NA,
